#query	EC
TARA_ARC_108_MAG_00139_000000000001_1	3.5.1.9
TARA_ARC_108_MAG_00139_000000000342_3	-
TARA_ARC_108_MAG_00139_000000000343_1	2.1.1.297
TARA_ARC_108_MAG_00139_000000000343_2	-
TARA_ARC_108_MAG_00139_000000000343_3	-
TARA_ARC_108_MAG_00139_000000000343_4	-
TARA_ARC_108_MAG_00139_000000000343_5	3.5.3.11,3.5.3.7
TARA_ARC_108_MAG_00139_000000000343_6	3.5.3.11
TARA_ARC_108_MAG_00139_000000000344_1	2.7.4.1
TARA_ARC_108_MAG_00139_000000000344_2	3.6.1.11,3.6.1.40
TARA_ARC_108_MAG_00139_000000000344_3	-
TARA_ARC_108_MAG_00139_000000000344_4	-
TARA_ARC_108_MAG_00139_000000000344_5	-
TARA_ARC_108_MAG_00139_000000000344_6	2.3.1.183
TARA_ARC_108_MAG_00139_000000000344_7	-
TARA_ARC_108_MAG_00139_000000000344_8	5.4.99.2
TARA_ARC_108_MAG_00139_000000000344_9	-
TARA_ARC_108_MAG_00139_000000000344_10	-
TARA_ARC_108_MAG_00139_000000000345_1	-
TARA_ARC_108_MAG_00139_000000000345_2	-
TARA_ARC_108_MAG_00139_000000000345_3	-
TARA_ARC_108_MAG_00139_000000000345_4	-
TARA_ARC_108_MAG_00139_000000000346_1	-
TARA_ARC_108_MAG_00139_000000000346_2	6.2.1.3
TARA_ARC_108_MAG_00139_000000000346_3	-
TARA_ARC_108_MAG_00139_000000000346_4	-
TARA_ARC_108_MAG_00139_000000000346_5	3.5.1.6,3.5.1.87
TARA_ARC_108_MAG_00139_000000000346_6	1.17.1.9
TARA_ARC_108_MAG_00139_000000000346_7	-
TARA_ARC_108_MAG_00139_000000000346_8	2.5.1.18
TARA_ARC_108_MAG_00139_000000000346_9	-
TARA_ARC_108_MAG_00139_000000000346_10	-
TARA_ARC_108_MAG_00139_000000000346_11	-
TARA_ARC_108_MAG_00139_000000000347_1	-
TARA_ARC_108_MAG_00139_000000000347_2	2.7.7.65
TARA_ARC_108_MAG_00139_000000000347_3	-
TARA_ARC_108_MAG_00139_000000000347_4	3.1.3.18
TARA_ARC_108_MAG_00139_000000000347_5	2.1.1.250
TARA_ARC_108_MAG_00139_000000000347_6	-
TARA_ARC_108_MAG_00139_000000000347_7	-
TARA_ARC_108_MAG_00139_000000000348_2	-
TARA_ARC_108_MAG_00139_000000000348_3	-
TARA_ARC_108_MAG_00139_000000000348_4	-
TARA_ARC_108_MAG_00139_000000000348_5	4.3.3.7
TARA_ARC_108_MAG_00139_000000000348_6	-
TARA_ARC_108_MAG_00139_000000000348_7	-
TARA_ARC_108_MAG_00139_000000000348_8	2.1.1.61
TARA_ARC_108_MAG_00139_000000000348_9	1.4.3.19
TARA_ARC_108_MAG_00139_000000000349_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000349_2	-
TARA_ARC_108_MAG_00139_000000000349_3	4.1.1.49
TARA_ARC_108_MAG_00139_000000000349_4	-
TARA_ARC_108_MAG_00139_000000000349_5	-
TARA_ARC_108_MAG_00139_000000000349_6	-
TARA_ARC_108_MAG_00139_000000000349_7	-
TARA_ARC_108_MAG_00139_000000000349_8	1.3.8.12
TARA_ARC_108_MAG_00139_000000000349_9	-
TARA_ARC_108_MAG_00139_000000000349_10	-
TARA_ARC_108_MAG_00139_000000000349_11	-
TARA_ARC_108_MAG_00139_000000000349_12	-
TARA_ARC_108_MAG_00139_000000000349_13	-
TARA_ARC_108_MAG_00139_000000000349_14	3.1.26.3
TARA_ARC_108_MAG_00139_000000000349_15	3.4.21.89
TARA_ARC_108_MAG_00139_000000000349_16	2.7.8.7
TARA_ARC_108_MAG_00139_000000000349_17	2.6.99.2
TARA_ARC_108_MAG_00139_000000000349_18	-
TARA_ARC_108_MAG_00139_000000000349_19	2.7.6.5,3.1.7.2
TARA_ARC_108_MAG_00139_000000000350_1	-
TARA_ARC_108_MAG_00139_000000000350_2	-
TARA_ARC_108_MAG_00139_000000000350_3	-
TARA_ARC_108_MAG_00139_000000000350_4	2.2.1.6,4.1.1.75
TARA_ARC_108_MAG_00139_000000000351_1	-
TARA_ARC_108_MAG_00139_000000000351_2	-
TARA_ARC_108_MAG_00139_000000000351_3	-
TARA_ARC_108_MAG_00139_000000000351_4	-
TARA_ARC_108_MAG_00139_000000000351_5	-
TARA_ARC_108_MAG_00139_000000000352_1	-
TARA_ARC_108_MAG_00139_000000000352_2	-
TARA_ARC_108_MAG_00139_000000000352_3	-
TARA_ARC_108_MAG_00139_000000000352_4	-
TARA_ARC_108_MAG_00139_000000000353_1	-
TARA_ARC_108_MAG_00139_000000000353_2	-
TARA_ARC_108_MAG_00139_000000000353_3	-
TARA_ARC_108_MAG_00139_000000000353_4	-
TARA_ARC_108_MAG_00139_000000000353_5	-
TARA_ARC_108_MAG_00139_000000000354_1	1.18.1.2,1.19.1.1
TARA_ARC_108_MAG_00139_000000000354_2	-
TARA_ARC_108_MAG_00139_000000000354_3	-
TARA_ARC_108_MAG_00139_000000000354_4	-
TARA_ARC_108_MAG_00139_000000000354_5	2.3.1.57
TARA_ARC_108_MAG_00139_000000000355_1	-
TARA_ARC_108_MAG_00139_000000000355_2	3.5.4.1
TARA_ARC_108_MAG_00139_000000000355_3	-
TARA_ARC_108_MAG_00139_000000000356_2	-
TARA_ARC_108_MAG_00139_000000000356_3	-
TARA_ARC_108_MAG_00139_000000000356_4	-
TARA_ARC_108_MAG_00139_000000000356_5	5.4.99.12
TARA_ARC_108_MAG_00139_000000000356_6	-
TARA_ARC_108_MAG_00139_000000000357_1	-
TARA_ARC_108_MAG_00139_000000000357_2	-
TARA_ARC_108_MAG_00139_000000000357_3	-
TARA_ARC_108_MAG_00139_000000000357_4	-
TARA_ARC_108_MAG_00139_000000000357_5	-
TARA_ARC_108_MAG_00139_000000000358_1	-
TARA_ARC_108_MAG_00139_000000000358_2	-
TARA_ARC_108_MAG_00139_000000000358_3	-
TARA_ARC_108_MAG_00139_000000000358_4	-
TARA_ARC_108_MAG_00139_000000000359_1	-
TARA_ARC_108_MAG_00139_000000000359_2	-
TARA_ARC_108_MAG_00139_000000000359_3	-
TARA_ARC_108_MAG_00139_000000000360_1	-
TARA_ARC_108_MAG_00139_000000000360_2	-
TARA_ARC_108_MAG_00139_000000000360_3	4.4.1.5
TARA_ARC_108_MAG_00139_000000000360_4	-
TARA_ARC_108_MAG_00139_000000000360_5	-
TARA_ARC_108_MAG_00139_000000000361_1	-
TARA_ARC_108_MAG_00139_000000000361_2	-
TARA_ARC_108_MAG_00139_000000000361_3	-
TARA_ARC_108_MAG_00139_000000000361_4	6.1.1.10
TARA_ARC_108_MAG_00139_000000000362_1	-
TARA_ARC_108_MAG_00139_000000000362_2	-
TARA_ARC_108_MAG_00139_000000000362_3	-
TARA_ARC_108_MAG_00139_000000000362_4	1.7.2.5
TARA_ARC_108_MAG_00139_000000000362_5	-
TARA_ARC_108_MAG_00139_000000000363_1	-
TARA_ARC_108_MAG_00139_000000000363_2	-
TARA_ARC_108_MAG_00139_000000000363_3	6.2.1.48
TARA_ARC_108_MAG_00139_000000000363_4	-
TARA_ARC_108_MAG_00139_000000000364_1	-
TARA_ARC_108_MAG_00139_000000000364_2	-
TARA_ARC_108_MAG_00139_000000000364_3	6.3.2.9
TARA_ARC_108_MAG_00139_000000000364_4	-
TARA_ARC_108_MAG_00139_000000000364_5	2.7.8.13
TARA_ARC_108_MAG_00139_000000000364_6	6.3.2.10,6.3.2.13
TARA_ARC_108_MAG_00139_000000000365_2	-
TARA_ARC_108_MAG_00139_000000000365_3	-
TARA_ARC_108_MAG_00139_000000000365_4	-
TARA_ARC_108_MAG_00139_000000000365_5	-
TARA_ARC_108_MAG_00139_000000000365_6	-
TARA_ARC_108_MAG_00139_000000000365_7	-
TARA_ARC_108_MAG_00139_000000000365_8	2.5.1.47,2.5.1.49
TARA_ARC_108_MAG_00139_000000000365_9	-
TARA_ARC_108_MAG_00139_000000000365_10	1.13.11.27
TARA_ARC_108_MAG_00139_000000000365_11	-
TARA_ARC_108_MAG_00139_000000000365_12	-
TARA_ARC_108_MAG_00139_000000000365_13	2.4.2.21
TARA_ARC_108_MAG_00139_000000000365_14	2.7.8.26
TARA_ARC_108_MAG_00139_000000000365_15	-
TARA_ARC_108_MAG_00139_000000000365_16	-
TARA_ARC_108_MAG_00139_000000000365_17	-
TARA_ARC_108_MAG_00139_000000000365_18	3.6.4.13
TARA_ARC_108_MAG_00139_000000000366_1	2.8.1.7
TARA_ARC_108_MAG_00139_000000000366_2	-
TARA_ARC_108_MAG_00139_000000000366_4	-
TARA_ARC_108_MAG_00139_000000000366_5	-
TARA_ARC_108_MAG_00139_000000000367_1	2.4.99.17
TARA_ARC_108_MAG_00139_000000000367_2	-
TARA_ARC_108_MAG_00139_000000000368_1	-
TARA_ARC_108_MAG_00139_000000000368_3	6.2.1.1
TARA_ARC_108_MAG_00139_000000000368_4	1.3.8.4
TARA_ARC_108_MAG_00139_000000000368_5	-
TARA_ARC_108_MAG_00139_000000000368_6	3.1.3.18
TARA_ARC_108_MAG_00139_000000000369_1	-
TARA_ARC_108_MAG_00139_000000000369_2	1.9.3.1
TARA_ARC_108_MAG_00139_000000000369_3	-
TARA_ARC_108_MAG_00139_000000000370_1	-
TARA_ARC_108_MAG_00139_000000000370_2	-
TARA_ARC_108_MAG_00139_000000000370_3	-
TARA_ARC_108_MAG_00139_000000000370_4	-
TARA_ARC_108_MAG_00139_000000000371_1	-
TARA_ARC_108_MAG_00139_000000000371_2	-
TARA_ARC_108_MAG_00139_000000000372_1	-
TARA_ARC_108_MAG_00139_000000000372_2	-
TARA_ARC_108_MAG_00139_000000000372_3	-
TARA_ARC_108_MAG_00139_000000000372_4	-
TARA_ARC_108_MAG_00139_000000000372_5	-
TARA_ARC_108_MAG_00139_000000000372_6	-
TARA_ARC_108_MAG_00139_000000000373_1	-
TARA_ARC_108_MAG_00139_000000000373_2	-
TARA_ARC_108_MAG_00139_000000000373_3	-
TARA_ARC_108_MAG_00139_000000000373_4	-
TARA_ARC_108_MAG_00139_000000000373_5	3.1.22.4
TARA_ARC_108_MAG_00139_000000000373_6	3.6.4.12
TARA_ARC_108_MAG_00139_000000000374_2	-
TARA_ARC_108_MAG_00139_000000000374_3	-
TARA_ARC_108_MAG_00139_000000000374_5	-
TARA_ARC_108_MAG_00139_000000000374_6	-
TARA_ARC_108_MAG_00139_000000000374_7	-
TARA_ARC_108_MAG_00139_000000000374_8	-
TARA_ARC_108_MAG_00139_000000000375_1	1.6.5.3
TARA_ARC_108_MAG_00139_000000000375_2	1.6.5.3
TARA_ARC_108_MAG_00139_000000000375_3	1.6.5.3
TARA_ARC_108_MAG_00139_000000000375_4	1.6.5.3
TARA_ARC_108_MAG_00139_000000000375_5	4.1.1.44
TARA_ARC_108_MAG_00139_000000000375_6	1.6.5.3,1.6.99.3
TARA_ARC_108_MAG_00139_000000000375_7	1.6.5.3
TARA_ARC_108_MAG_00139_000000000376_1	-
TARA_ARC_108_MAG_00139_000000000376_2	-
TARA_ARC_108_MAG_00139_000000000376_3	2.7.7.3
TARA_ARC_108_MAG_00139_000000000376_4	1.2.1.12
TARA_ARC_108_MAG_00139_000000000376_5	-
TARA_ARC_108_MAG_00139_000000000377_2	-
TARA_ARC_108_MAG_00139_000000000377_3	-
TARA_ARC_108_MAG_00139_000000000377_4	3.1.3.25
TARA_ARC_108_MAG_00139_000000000377_5	-
TARA_ARC_108_MAG_00139_000000000377_6	-
TARA_ARC_108_MAG_00139_000000000378_1	-
TARA_ARC_108_MAG_00139_000000000378_2	-
TARA_ARC_108_MAG_00139_000000000378_3	-
TARA_ARC_108_MAG_00139_000000000379_2	1.2.1.3
TARA_ARC_108_MAG_00139_000000000379_3	-
TARA_ARC_108_MAG_00139_000000000379_4	-
TARA_ARC_108_MAG_00139_000000000379_5	-
TARA_ARC_108_MAG_00139_000000000379_6	-
TARA_ARC_108_MAG_00139_000000000379_7	-
TARA_ARC_108_MAG_00139_000000000379_8	2.1.1.242
TARA_ARC_108_MAG_00139_000000000379_9	-
TARA_ARC_108_MAG_00139_000000000379_10	-
TARA_ARC_108_MAG_00139_000000000380_1	-
TARA_ARC_108_MAG_00139_000000000380_2	-
TARA_ARC_108_MAG_00139_000000000380_3	-
TARA_ARC_108_MAG_00139_000000000381_1	4.3.1.19
TARA_ARC_108_MAG_00139_000000000381_2	-
TARA_ARC_108_MAG_00139_000000000381_3	3.8.1.2
TARA_ARC_108_MAG_00139_000000000381_4	5.2.1.8
TARA_ARC_108_MAG_00139_000000000381_5	-
TARA_ARC_108_MAG_00139_000000000381_6	4.2.1.59,5.3.3.14
TARA_ARC_108_MAG_00139_000000000381_7	-
TARA_ARC_108_MAG_00139_000000000381_8	-
TARA_ARC_108_MAG_00139_000000000381_9	2.3.1.41
TARA_ARC_108_MAG_00139_000000000381_10	1.3.1.10,1.3.1.9
TARA_ARC_108_MAG_00139_000000000381_11	-
TARA_ARC_108_MAG_00139_000000000382_1	1.1.1.57
TARA_ARC_108_MAG_00139_000000000382_2	4.2.1.8
TARA_ARC_108_MAG_00139_000000000383_1	-
TARA_ARC_108_MAG_00139_000000000383_2	-
TARA_ARC_108_MAG_00139_000000000383_3	1.1.1.363,1.1.1.49
TARA_ARC_108_MAG_00139_000000000384_2	1.14.15.3
TARA_ARC_108_MAG_00139_000000000384_3	-
TARA_ARC_108_MAG_00139_000000000384_5	2.1.1.72
TARA_ARC_108_MAG_00139_000000000384_6	3.1.26.4
TARA_ARC_108_MAG_00139_000000000384_7	-
TARA_ARC_108_MAG_00139_000000000384_8	-
TARA_ARC_108_MAG_00139_000000000384_9	-
TARA_ARC_108_MAG_00139_000000000384_10	4.1.2.20,4.1.2.52
TARA_ARC_108_MAG_00139_000000000384_11	-
TARA_ARC_108_MAG_00139_000000000385_1	-
TARA_ARC_108_MAG_00139_000000000385_2	-
TARA_ARC_108_MAG_00139_000000000385_3	-
TARA_ARC_108_MAG_00139_000000000385_4	3.6.5.4
TARA_ARC_108_MAG_00139_000000000385_5	-
TARA_ARC_108_MAG_00139_000000000385_6	-
TARA_ARC_108_MAG_00139_000000000385_7	2.3.1.128
TARA_ARC_108_MAG_00139_000000000385_8	-
TARA_ARC_108_MAG_00139_000000000385_9	5.4.99.5
TARA_ARC_108_MAG_00139_000000000385_10	-
TARA_ARC_108_MAG_00139_000000000385_11	1.13.11.79
TARA_ARC_108_MAG_00139_000000000385_13	-
TARA_ARC_108_MAG_00139_000000000385_14	-
TARA_ARC_108_MAG_00139_000000000385_15	-
TARA_ARC_108_MAG_00139_000000000385_16	2.1.1.228
TARA_ARC_108_MAG_00139_000000000385_17	-
TARA_ARC_108_MAG_00139_000000000385_18	-
TARA_ARC_108_MAG_00139_000000000385_19	-
TARA_ARC_108_MAG_00139_000000000386_1	2.3.1.1,2.3.1.35
TARA_ARC_108_MAG_00139_000000000386_2	5.2.1.8
TARA_ARC_108_MAG_00139_000000000386_3	-
TARA_ARC_108_MAG_00139_000000000387_1	-
TARA_ARC_108_MAG_00139_000000000387_2	-
TARA_ARC_108_MAG_00139_000000000387_3	-
TARA_ARC_108_MAG_00139_000000000387_4	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15
TARA_ARC_108_MAG_00139_000000000387_5	4.1.99.22
TARA_ARC_108_MAG_00139_000000000387_6	-
TARA_ARC_108_MAG_00139_000000000387_7	-
TARA_ARC_108_MAG_00139_000000000388_1	3.2.2.4
TARA_ARC_108_MAG_00139_000000000388_2	-
TARA_ARC_108_MAG_00139_000000000388_3	-
TARA_ARC_108_MAG_00139_000000000388_4	-
TARA_ARC_108_MAG_00139_000000000388_5	-
TARA_ARC_108_MAG_00139_000000000389_1	1.14.13.2
TARA_ARC_108_MAG_00139_000000000389_2	-
TARA_ARC_108_MAG_00139_000000000389_3	-
TARA_ARC_108_MAG_00139_000000000389_4	-
TARA_ARC_108_MAG_00139_000000000389_5	-
TARA_ARC_108_MAG_00139_000000000389_6	-
TARA_ARC_108_MAG_00139_000000000389_7	-
TARA_ARC_108_MAG_00139_000000000390_1	6.3.2.2
TARA_ARC_108_MAG_00139_000000000390_2	-
TARA_ARC_108_MAG_00139_000000000390_3	-
TARA_ARC_108_MAG_00139_000000000390_4	2.1.1.193
TARA_ARC_108_MAG_00139_000000000390_5	2.5.1.39
TARA_ARC_108_MAG_00139_000000000390_6	-
TARA_ARC_108_MAG_00139_000000000390_7	-
TARA_ARC_108_MAG_00139_000000000390_8	-
TARA_ARC_108_MAG_00139_000000000390_9	2.8.1.12
TARA_ARC_108_MAG_00139_000000000390_10	-
TARA_ARC_108_MAG_00139_000000000390_11	2.7.8.41,2.7.8.5
TARA_ARC_108_MAG_00139_000000000390_12	-
TARA_ARC_108_MAG_00139_000000000390_13	-
TARA_ARC_108_MAG_00139_000000000390_14	-
TARA_ARC_108_MAG_00139_000000000390_15	-
TARA_ARC_108_MAG_00139_000000000390_16	-
TARA_ARC_108_MAG_00139_000000000390_17	-
TARA_ARC_108_MAG_00139_000000000390_18	-
TARA_ARC_108_MAG_00139_000000000390_19	-
TARA_ARC_108_MAG_00139_000000000390_20	1.6.5.5
TARA_ARC_108_MAG_00139_000000000391_1	-
TARA_ARC_108_MAG_00139_000000000391_2	-
TARA_ARC_108_MAG_00139_000000000391_3	2.3.3.13
TARA_ARC_108_MAG_00139_000000000391_4	6.1.1.16
TARA_ARC_108_MAG_00139_000000000392_1	-
TARA_ARC_108_MAG_00139_000000000392_2	1.20.4.1
TARA_ARC_108_MAG_00139_000000000392_3	-
TARA_ARC_108_MAG_00139_000000000392_4	-
TARA_ARC_108_MAG_00139_000000000392_5	-
TARA_ARC_108_MAG_00139_000000000393_1	-
TARA_ARC_108_MAG_00139_000000000393_2	-
TARA_ARC_108_MAG_00139_000000000393_3	2.7.13.3
TARA_ARC_108_MAG_00139_000000000393_4	-
TARA_ARC_108_MAG_00139_000000000394_2	-
TARA_ARC_108_MAG_00139_000000000394_3	2.1.1.223
TARA_ARC_108_MAG_00139_000000000394_4	-
TARA_ARC_108_MAG_00139_000000000394_5	-
TARA_ARC_108_MAG_00139_000000000394_6	-
TARA_ARC_108_MAG_00139_000000000395_1	-
TARA_ARC_108_MAG_00139_000000000395_2	-
TARA_ARC_108_MAG_00139_000000000395_3	-
TARA_ARC_108_MAG_00139_000000000396_1	3.6.4.12
TARA_ARC_108_MAG_00139_000000000396_2	-
TARA_ARC_108_MAG_00139_000000000396_3	-
TARA_ARC_108_MAG_00139_000000000396_4	-
TARA_ARC_108_MAG_00139_000000000397_1	-
TARA_ARC_108_MAG_00139_000000000397_2	-
TARA_ARC_108_MAG_00139_000000000397_4	-
TARA_ARC_108_MAG_00139_000000000398_4	-
TARA_ARC_108_MAG_00139_000000000399_1	-
TARA_ARC_108_MAG_00139_000000000399_2	-
TARA_ARC_108_MAG_00139_000000000400_1	4.3.2.3
TARA_ARC_108_MAG_00139_000000000400_2	6.2.1.48
TARA_ARC_108_MAG_00139_000000000400_3	-
TARA_ARC_108_MAG_00139_000000000400_4	-
TARA_ARC_108_MAG_00139_000000000400_5	2.1.2.10
TARA_ARC_108_MAG_00139_000000000400_6	-
TARA_ARC_108_MAG_00139_000000000400_8	-
TARA_ARC_108_MAG_00139_000000000400_9	-
TARA_ARC_108_MAG_00139_000000000401_2	-
TARA_ARC_108_MAG_00139_000000000401_3	-
TARA_ARC_108_MAG_00139_000000000401_4	-
TARA_ARC_108_MAG_00139_000000000402_1	-
TARA_ARC_108_MAG_00139_000000000402_2	-
TARA_ARC_108_MAG_00139_000000000402_3	1.1.1.100
TARA_ARC_108_MAG_00139_000000000403_1	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00139_000000000403_2	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00139_000000000403_3	-
TARA_ARC_108_MAG_00139_000000000403_4	-
TARA_ARC_108_MAG_00139_000000000403_5	1.1.1.85
TARA_ARC_108_MAG_00139_000000000404_2	-
TARA_ARC_108_MAG_00139_000000000404_3	-
TARA_ARC_108_MAG_00139_000000000405_1	-
TARA_ARC_108_MAG_00139_000000000405_3	-
TARA_ARC_108_MAG_00139_000000000405_4	-
TARA_ARC_108_MAG_00139_000000000405_5	-
TARA_ARC_108_MAG_00139_000000000405_7	-
TARA_ARC_108_MAG_00139_000000000405_8	-
TARA_ARC_108_MAG_00139_000000000406_1	-
TARA_ARC_108_MAG_00139_000000000407_1	2.3.1.28
TARA_ARC_108_MAG_00139_000000000407_3	-
TARA_ARC_108_MAG_00139_000000000407_4	-
TARA_ARC_108_MAG_00139_000000000407_5	-
TARA_ARC_108_MAG_00139_000000000407_6	-
TARA_ARC_108_MAG_00139_000000000407_7	-
TARA_ARC_108_MAG_00139_000000000407_8	-
TARA_ARC_108_MAG_00139_000000000407_9	1.14.13.40
TARA_ARC_108_MAG_00139_000000000408_1	-
TARA_ARC_108_MAG_00139_000000000408_2	1.14.19.23,1.14.19.45
TARA_ARC_108_MAG_00139_000000000408_4	-
TARA_ARC_108_MAG_00139_000000000409_1	-
TARA_ARC_108_MAG_00139_000000000409_2	-
TARA_ARC_108_MAG_00139_000000000409_3	-
TARA_ARC_108_MAG_00139_000000000409_4	-
TARA_ARC_108_MAG_00139_000000000410_1	2.3.1.46
TARA_ARC_108_MAG_00139_000000000410_2	-
TARA_ARC_108_MAG_00139_000000000410_3	-
TARA_ARC_108_MAG_00139_000000000410_4	-
TARA_ARC_108_MAG_00139_000000000410_5	-
TARA_ARC_108_MAG_00139_000000000410_6	6.3.5.2
TARA_ARC_108_MAG_00139_000000000411_1	1.1.1.35,4.2.1.17,5.1.2.3
TARA_ARC_108_MAG_00139_000000000411_4	-
TARA_ARC_108_MAG_00139_000000000412_1	-
TARA_ARC_108_MAG_00139_000000000412_2	1.13.11.2
TARA_ARC_108_MAG_00139_000000000412_3	-
TARA_ARC_108_MAG_00139_000000000412_4	6.1.1.2
TARA_ARC_108_MAG_00139_000000000412_5	-
TARA_ARC_108_MAG_00139_000000000412_6	-
TARA_ARC_108_MAG_00139_000000000413_2	-
TARA_ARC_108_MAG_00139_000000000413_3	-
TARA_ARC_108_MAG_00139_000000000413_4	6.2.1.3
TARA_ARC_108_MAG_00139_000000000413_5	-
TARA_ARC_108_MAG_00139_000000000413_6	-
TARA_ARC_108_MAG_00139_000000000413_7	5.2.1.1
TARA_ARC_108_MAG_00139_000000000413_8	3.4.13.9
TARA_ARC_108_MAG_00139_000000000413_9	4.3.1.15
TARA_ARC_108_MAG_00139_000000000413_10	-
TARA_ARC_108_MAG_00139_000000000413_11	1.3.99.16
TARA_ARC_108_MAG_00139_000000000413_12	1.3.99.16
TARA_ARC_108_MAG_00139_000000000413_13	-
TARA_ARC_108_MAG_00139_000000000413_14	1.1.1.1,1.1.1.284
TARA_ARC_108_MAG_00139_000000000413_15	-
TARA_ARC_108_MAG_00139_000000000413_16	-
TARA_ARC_108_MAG_00139_000000000413_17	-
TARA_ARC_108_MAG_00139_000000000413_18	-
TARA_ARC_108_MAG_00139_000000000413_19	-
TARA_ARC_108_MAG_00139_000000000414_1	-
TARA_ARC_108_MAG_00139_000000000414_2	-
TARA_ARC_108_MAG_00139_000000000414_3	-
TARA_ARC_108_MAG_00139_000000000414_4	-
TARA_ARC_108_MAG_00139_000000000414_5	1.1.1.108
TARA_ARC_108_MAG_00139_000000000414_6	-
TARA_ARC_108_MAG_00139_000000000414_7	-
TARA_ARC_108_MAG_00139_000000000415_1	6.3.4.18
TARA_ARC_108_MAG_00139_000000000415_2	3.6.1.63
TARA_ARC_108_MAG_00139_000000000415_3	-
TARA_ARC_108_MAG_00139_000000000415_4	-
TARA_ARC_108_MAG_00139_000000000415_5	-
TARA_ARC_108_MAG_00139_000000000415_6	-
TARA_ARC_108_MAG_00139_000000000416_1	-
TARA_ARC_108_MAG_00139_000000000416_2	-
TARA_ARC_108_MAG_00139_000000000416_3	-
TARA_ARC_108_MAG_00139_000000000416_4	1.1.1.31
TARA_ARC_108_MAG_00139_000000000417_1	2.4.1.182
TARA_ARC_108_MAG_00139_000000000417_2	-
TARA_ARC_108_MAG_00139_000000000417_3	2.3.1.129
TARA_ARC_108_MAG_00139_000000000417_4	4.2.1.59
TARA_ARC_108_MAG_00139_000000000417_5	-
TARA_ARC_108_MAG_00139_000000000417_6	-
TARA_ARC_108_MAG_00139_000000000417_7	-
TARA_ARC_108_MAG_00139_000000000417_8	-
TARA_ARC_108_MAG_00139_000000000417_9	1.1.1.267
TARA_ARC_108_MAG_00139_000000000418_1	2.4.1.33
TARA_ARC_108_MAG_00139_000000000418_2	-
TARA_ARC_108_MAG_00139_000000000418_3	-
TARA_ARC_108_MAG_00139_000000000418_4	-
TARA_ARC_108_MAG_00139_000000000418_5	-
TARA_ARC_108_MAG_00139_000000000418_6	-
TARA_ARC_108_MAG_00139_000000000418_7	-
TARA_ARC_108_MAG_00139_000000000419_1	1.11.1.5
TARA_ARC_108_MAG_00139_000000000419_2	-
TARA_ARC_108_MAG_00139_000000000419_3	-
TARA_ARC_108_MAG_00139_000000000419_4	1.14.13.40
TARA_ARC_108_MAG_00139_000000000420_1	-
TARA_ARC_108_MAG_00139_000000000420_2	-
TARA_ARC_108_MAG_00139_000000000420_3	-
TARA_ARC_108_MAG_00139_000000000420_4	3.1.4.53
TARA_ARC_108_MAG_00139_000000000420_5	-
TARA_ARC_108_MAG_00139_000000000421_1	-
TARA_ARC_108_MAG_00139_000000000421_2	-
TARA_ARC_108_MAG_00139_000000000421_3	-
TARA_ARC_108_MAG_00139_000000000421_4	-
TARA_ARC_108_MAG_00139_000000000421_5	1.1.1.193,3.5.4.26
TARA_ARC_108_MAG_00139_000000000422_1	-
TARA_ARC_108_MAG_00139_000000000422_2	-
TARA_ARC_108_MAG_00139_000000000422_3	-
TARA_ARC_108_MAG_00139_000000000423_1	1.10.3.14
TARA_ARC_108_MAG_00139_000000000423_2	1.10.3.14
TARA_ARC_108_MAG_00139_000000000423_3	-
TARA_ARC_108_MAG_00139_000000000423_4	-
TARA_ARC_108_MAG_00139_000000000423_5	-
TARA_ARC_108_MAG_00139_000000000423_6	1.8.5.4
TARA_ARC_108_MAG_00139_000000000423_7	-
TARA_ARC_108_MAG_00139_000000000423_8	-
TARA_ARC_108_MAG_00139_000000000423_9	3.5.1.54
TARA_ARC_108_MAG_00139_000000000423_10	3.5.1.54
TARA_ARC_108_MAG_00139_000000000424_1	-
TARA_ARC_108_MAG_00139_000000000424_2	-
TARA_ARC_108_MAG_00139_000000000424_3	6.1.1.7
TARA_ARC_108_MAG_00139_000000000424_4	-
TARA_ARC_108_MAG_00139_000000000424_5	-
TARA_ARC_108_MAG_00139_000000000424_6	2.7.13.3
TARA_ARC_108_MAG_00139_000000000425_1	-
TARA_ARC_108_MAG_00139_000000000425_2	2.7.1.4
TARA_ARC_108_MAG_00139_000000000425_3	-
TARA_ARC_108_MAG_00139_000000000425_4	-
TARA_ARC_108_MAG_00139_000000000425_5	-
TARA_ARC_108_MAG_00139_000000000425_6	-
TARA_ARC_108_MAG_00139_000000000426_3	-
TARA_ARC_108_MAG_00139_000000000426_4	-
TARA_ARC_108_MAG_00139_000000000426_5	-
TARA_ARC_108_MAG_00139_000000000426_6	-
TARA_ARC_108_MAG_00139_000000000426_7	-
TARA_ARC_108_MAG_00139_000000000426_8	-
TARA_ARC_108_MAG_00139_000000000426_9	-
TARA_ARC_108_MAG_00139_000000000426_10	-
TARA_ARC_108_MAG_00139_000000000426_11	-
TARA_ARC_108_MAG_00139_000000000426_12	-
TARA_ARC_108_MAG_00139_000000000426_13	-
TARA_ARC_108_MAG_00139_000000000426_14	-
TARA_ARC_108_MAG_00139_000000000426_15	-
